3.094167 4.154167 0.000000
3.192517 4.316117 0.000000
3.295277 4.486293 0.000000
3.402686 4.665163 0.000000
3.514996 4.853222 0.000000
3.632476 5.050995 0.000000
3.755409 5.259039 0.000000
3.884095 5.477943 0.000000
4.018851 5.708330 0.000000
4.160013 5.950861 0.000000
4.307937 6.206236 0.000000
4.463000 6.475196 0.000000
4.625599 6.758528 0.000000
4.796158 7.057062 0.000000
4.975123 7.371681 0.000000
5.162967 7.703319 0.000000
5.360191 8.052964 0.000000
5.567326 8.421665 0.000000
5.784933 8.810533 0.000000
6.013608 9.220743 0.000000
6.253980 9.653543 0.000000
6.506716 10.110254 0.000000
6.772525 10.592274 0.000000
7.052153 11.101088 0.000000
7.346394 11.638265 0.000000
7.656088 12.205471 0.000000
7.982124 12.804469 0.000000
8.325444 13.437131 0.000000
8.687047 14.105435 0.000000
9.067990 14.811481 0.000000
9.469393 15.557493 0.000000
9.892442 16.345829 0.000000
10.338396 17.178986 0.000000
10.808586 18.059611 0.000000
11.304422 18.990509 0.000000
11.827401 19.974653 0.000000
12.379105 21.015192 0.000000
12.961213 22.115466 0.000000
13.575504 23.279012 0.000000
14.223861 24.509579 0.000000
14.908281 25.811142 0.000000
15.630878 27.187911 0.000000
16.393895 28.644350 0.000000
17.199706 30.185188 0.000000
18.050828 31.815439 0.000000
18.949928 33.540415 0.000000
19.899831 35.365747 0.000000
20.903532 37.297404 0.000000
21.964204 39.341708 0.000000
23.085210 41.505365 0.000000
24.270114 43.795478 0.000000
25.522692 46.219578 0.000000
26.846946 48.785645 0.000000
28.247118 51.502138 0.000000
29.727700 54.378022 0.000000
31.293458 57.422799 0.000000
32.949439 60.646540 0.000000
34.700993 64.059920 0.000000
36.553789 67.674252 0.000000
38.513836 71.501526 0.000000
40.587502 75.554454 0.000000
42.781537 79.846506 0.000000
45.103093 84.391961 0.000000
47.559752 89.205951 0.000000
50.159547 94.304518 0.000000
52.910994 99.704664 0.000000
55.823118 105.424409 0.000000
58.905485 111.482853 0.000000
62.168233 117.900242 0.000000
65.622106 124.698036 0.000000
69.278492 131.898978 0.000000
73.149462 139.527177 0.000000
77.247809 147.608187 0.000000
81.587092 156.169093 0.000000
86.181682 165.238603 0.000000
91.046812 174.847148 0.000000
96.198626 185.026982 0.000000
101.654236 195.812294 0.000000
107.431780 207.239321 0.000000
113.550479 219.346473 0.000000
120.030711 232.174465 0.000000
126.894072 245.766450 0.000000
134.163452 260.168173 0.000000
141.863114 275.428118 0.000000
150.018773 291.597678 0.000000
158.657689 308.731328 0.000000
167.808751 326.886808 0.000000
177.502584 346.125325 0.000000
187.771646 366.511751 0.000000
198.650341 388.114852 0.000000
210.175136 411.007518 0.000000
222.384684 435.267009 0.000000
235.319956 460.975220 0.000000
249.024377 488.218957 0.000000
263.543977 517.090232 0.000000
278.927547 547.686577 0.000000
295.226801 580.111373 0.000000
312.496555 614.474202 0.000000
330.794912 650.891217 0.000000
350.183458 689.485542 0.000000
